Id,Nro Víctimas,Año,Mes,Día,Hora,Tipo de calle,Cruce,Lugar del hecho,Comuna,Pos x,Pos y,Participantes,Víctima,Acusado,Rol,Sexo,Edad
2019-0054,1,2019,Junio,Jueves,3,CALLE,NO,GANDARA 2976,15,-58.48222035,-34.58428769,MOTO-OBJETO FIJO,MOTO,MOTO,CONDUCTOR,MASCULINO,21
2019-0055,1,2019,Junio,Jueves,19,AVENIDA,SI,"GUEVARA, TRINIDAD y MADERO, EDUARDO AV.",1,-58.36819005,-34.60283208,MOTO-PASAJEROS,MOTO,PASAJEROS,CONDUCTOR,MASCULINO,47
2019-0056,1,2019,Junio,Sábado,17,AVENIDA,NO,BOYACA AV. 305,7,-58.45877601,-34.62330939,PEATON-AUTO,PEATON,AUTO,PEATON,FEMENINO,75
2019-0057,1,2019,Julio,Viernes,19,CALLE,SI,ARTILLEROS y LA PAMPA,13,-58.44196498,-34.55760517,PEATON-AUTO,PEATON,AUTO,PEATON,FEMENINO,63
2019-0058,1,2019,Julio,Miércoles,9,AUTOPISTA,NO,AUTOPISTA PERITO MORENO e IRIGOYEN,10,-58.50622631,-34.63627822,MOTO-PASAJEROS,MOTO,PASAJEROS,CONDUCTOR,MASCULINO,39
2019-0059,1,2019,Julio,Sábado,22,CALLE,SI,15 DE NOVIEMBRE DE 1889 y SANTIAGO DEL ESTERO,1,-58.38410880,-34.63099197,MOTO-PASAJEROS,MOTO,PASAJEROS,CONDUCTOR,MASCULINO,30
2019-0060,1,2019,Julio,Miércoles,11,AVENIDA,SI,"ACOSTA, MARIANO AV. y FALCON, RAMON L.,CNEL.",10,-58.48100602,-34.63504312,PEATON-AUTO,PEATON,AUTO,PEATON,FEMENINO,78
2019-0061,1,2019,Julio,Miércoles,18,CALLE,SI,11 DE SEPTIEMBRE DE 1888 y MENDOZA,13,-58.45200171,-34.55781320,PEATON-PASAJEROS,PEATON,PASAJEROS,PEATON,FEMENINO,58
2019-0062,1,2019,Agosto,Jueves,23,AVENIDA,SI,"PINO, VIRREY DEL y CAMPOS, LUIS M. AV.",13,-58.44462132,-34.56201105,PEATON-PASAJEROS,PEATON,PASAJEROS,PEATON,FEMENINO,60
2019-0063,1,2019,Agosto,Domingo,1,AVENIDA,SI,FOREST AV. y MAURE,15,-58.45220688,-34.58711712,MOTO-PASAJEROS,MOTO,PASAJEROS,PASAJERO_ACOMPAÑANTE,MASCULINO,39
2019-0064,1,2019,Agosto,Martes,3,AVENIDA,SI,BOYACA AV. y AVELLANEDA AV.,7,-58.45962210,-34.62245140,MOTO-AUTO,MOTO,AUTO,CONDUCTOR,MASCULINO,20
2019-0065,1,2019,Agosto,Jueves,16,CALLE,SI,BARCO CENTENERA DEL y TILCARA,4,-58.41970850,-34.65414867,PEATON-PASAJEROS,PEATON,PASAJEROS,PEATON,FEMENINO,55
2019-0066,1,2019,Agosto,Domingo,21,AVENIDA,SI,RIESTRA AV. y BOLIVAR (NO OFICIAL),7,-58.44187596,-34.64938031,PEATON-AUTO,PEATON,AUTO,PEATON,MASCULINO,40
2019-0067,1,2019,Agosto,Miércoles,15,CALLE,NO,"CASTRO, EMILIO 4706",10,-58.49101637,-34.64276621,MOTO-CARGAS,MOTO,CARGAS,CONDUCTOR,MASCULINO,35
2019-0068,1,2019,Agosto,Miércoles,17,AVENIDA,NO,27 DE FEBRERO AV. 5600,8,-58.42493829,-34.66256502,MOTO-MOTO,MOTO,MOTO,CONDUCTOR,MASCULINO,53
2019-0069,1,2019,Agosto,Sábado,5,AVENIDA,NO,"GARAY, JUAN DE AV. 2874",4,-58.40489318,-34.62930162,MOTO-AUTO,MOTO,AUTO,CONDUCTOR,MASCULINO,43
2019-0070,1,2019,Agosto,Jueves,12,AVENIDA,SI,"SCALABRINI ORTIZ, RAUL AV. y GORRITI",14,-58.42686680,-34.59217875,MOTO-BICICLETA,MOTO,BICICLETA,CONDUCTOR,MASCULINO,25
2019-0071,1,2019,Agosto,Martes,11,AVENIDA,SI,PRIMERA JUNTA y OLIVERA AV.,9,-58.47961100,-34.65620398,PEATON-CARGAS,PEATON,CARGAS,PEATON,MASCULINO,39
2019-0072,1,2019,Agosto,Miércoles,6,AVENIDA,SI,"ALBERDI, JUAN BAUTISTA AV. y AZUL",10,-58.47439934,-34.63524207,AUTO-AUTO,AUTO,AUTO,CONDUCTOR,MASCULINO,22
2019-0073,1,2019,Agosto,Jueves,1,AVENIDA,NO,ALVAREZ THOMAS AV. 1788,15,-58.46711912,-34.57926018,AUTO-OBJETO FIJO,AUTO,AUTO,CONDUCTOR,MASCULINO,29
2019-0074,1,2019,Agosto,Jueves,9,AUTOPISTA,SI,"LUGONES, LEOPOLDO AV. y PAZ, GRAL. AV.",13,-58.46514781,-34.53465378,MOTO-CARGAS,MOTO,CARGAS,CONDUCTOR,MASCULINO,35
2019-0075,1,2019,Agosto,Viernes,23,CALLE,SI,SAN ANTONIO y LUJAN,4,-58.37571078,-34.65584079,MOTO-PASAJEROS,MOTO,PASAJEROS,CONDUCTOR,MASCULINO,31
2019-0076,1,2019,Septiembre,Jueves,18,AUTOPISTA,NO,AUTOPISTA 1 SUR PRESIDENTE ARTURO FRONDIZI y DON PEDRO DE MENDOZA AV.,4,-58.37157668,-34.65429986,MOTO-CARGAS,MOTO,CARGAS,CONDUCTOR,FEMENINO,29
2019-0077,1,2019,Septiembre,Domingo,3,AVENIDA,SI,"FIGUEROA ALCORTA, PRES. AV. y TAGLE",14,-58.39811256,-34.58070186,PEATON-AUTO,PEATON,AUTO,PEATON,FEMENINO,28
2019-0078,1,2019,Septiembre,Jueves,8,AVENIDA,SI,"EINSTEIN, ALBERTO y ALCORTA, AMANCIO AV.",4,-58.41125934,-34.65417740,PEATON-CARGAS,PEATON,CARGAS,PEATON,FEMENINO,72
2019-0079,1,2019,Septiembre,Martes,5,CALLE,SI,AGRELO y COLOMBRES,5,-58.41822901,-34.61866836,MOTO-PASAJEROS,MOTO,PASAJEROS,CONDUCTOR,MASCULINO,57
2019-0080,1,2019,Septiembre,Martes,18,GRAL PAZ,SI,"CABILDO AV. y PAZ, GRAL. AV.",13,-58.47617802,-34.53825652,PEATON-MOTO,PEATON,MOTO,PEATON,MASCULINO,76
2019-0081,1,2019,Septiembre,Lunes,16,AVENIDA,NO,ELCANO AV. 4300,15,-58.46141281,-34.58623761,PEATON-PASAJEROS,PEATON,PASAJEROS,PEATON,MASCULINO,67
2019-0082,1,2019,Septiembre,Miércoles,7,AVENIDA,NO,"RABANAL, FRANCISCO, INTENDENTE AV. 2428",8,-58.42985146,-34.66119740,BICICLETA-CARGAS,BICICLETA,CARGAS,CICLISTA,MASCULINO,47
2019-0083,1,2019,Septiembre,Jueves,8,CALLE,SI,MONTE y CORVALAN,9,-58.48457413,-34.65839090,AUTO-AUTO,AUTO,AUTO,CONDUCTOR,MASCULINO,73
2019-0084,1,2019,Septiembre,Viernes,11,CALLE,SI,TANDIL y LAFUENTE,7,-58.46572884,-34.63628186,BICICLETA-CARGAS,BICICLETA,CARGAS,CICLISTA,FEMENINO,40
2019-0085,1,2019,Octubre,Miércoles,22,CALLE,SI,CARDOSO y BACACAY,10,-58.49261744,-34.63419130,BICICLETA-TREN,BICICLETA,TREN,CICLISTA,MASCULINO,20
2019-0086,1,2019,Octubre,Martes,14,AVENIDA,NO,CORRIENTES AV. 6700,15,-58.45283186,-34.58841560,MOTO-PASAJEROS,MOTO,PASAJEROS,CONDUCTOR,MASCULINO,29
2019-0087,1,2019,Octubre,Lunes,21,AVENIDA,SI,ALVAREZ THOMAS AV. y MENDOZA,12,-58.47973681,-34.57418656,MOTO-MOTO,MOTO,MOTO,CONDUCTOR,MASCULINO,41
2019-0088,1,2019,Octubre,Martes,20,AVENIDA,SI,"ALCORTA, AMANCIO AV. y BONAVENA, OSCAR NATALIO",4,-58.40623949,-34.65076549,PEATON-PASAJEROS,PEATON,PASAJEROS,PEATON,MASCULINO,27
2019-0089,1,2019,Octubre,Miércoles,15,AVENIDA,SI,"BROWN, ALTE. AV. y BLANES, JUAN MANUEL",4,-58.36244648,-34.63107887,PEATON-CARGAS,PEATON,CARGAS,PEATON,FEMENINO,92
2019-0090,1,2019,Octubre,Jueves,18,AVENIDA,NO,"ALBERDI, JUAN BAUTISTA AV. 5455",9,-58.49962423,-34.64868027,PEATON-MOTO,PEATON,MOTO,PEATON,MASCULINO,67
2019-0091,1,2019,Noviembre,Viernes,20,AVENIDA,SI,"JUSTO, JUAN B. AV. y CAMARGO",15,-58.44551437,-34.59559816,PEATON-PASAJEROS,PEATON,PASAJEROS,PEATON,MASCULINO,35
2019-0092,1,2019,Noviembre,Domingo,10,CALLE,SI,"BRIN, MINISTRO y SUAREZ",4,-58.35608181,-34.63420319,PEATON-PASAJEROS,PEATON,PASAJEROS,PEATON,MASCULINO,37
2019-0093,1,2019,Noviembre,Miércoles,11,AVENIDA,SI,"NIZA y JUSTO, JUAN B. AV.",11,-58.46483679,-34.60907662,BICICLETA-OTRO,BICICLETA,OTRO,CICLISTA,MASCULINO,16
2019-0094,1,2019,Noviembre,Lunes,14,CALLE,SI,CAMARGO y SERRANO,15,-58.44368628,-34.59724326,MOTO-OTRO,MOTO,OTRO,PASAJERO_ACOMPAÑANTE,FEMENINO,50
2019-0095,1,2019,Noviembre,Miércoles,15,AUTOPISTA,NO,AUTOPISTA 1 SUR PRESIDENTE ARTURO FRONDIZI y CASEROS AV.,1,-58.37864583,-34.62907067,MOTO-CARGAS,MOTO,CARGAS,CONDUCTOR,MASCULINO,39
2019-0096,1,2019,Noviembre,Viernes,19,AVENIDA,SI,CASEROS AV. y PIEDRAS,1,-58.37560352,-34.62726382,PEATON-PASAJEROS,PEATON,PASAJEROS,PEATON,MASCULINO,73
2019-0097,1,2019,Noviembre,Lunes,8,AUTOPISTA,NO,AUTOPISTA PERITO MORENO KM. 5.6,9,-58.47721439,-34.64815069,MULTIPLE,MOTO,MULTIPLE,PASAJERO_ACOMPAÑANTE,FEMENINO,23
2019-0098,1,2019,Noviembre,Lunes,14,AVENIDA,NO,GUZMAN 365,15,-58.45134029,-34.58984288,PASAJEROS-PASAJEROS,PASAJEROS,PASAJEROS,PASAJERO_ACOMPAÑANTE,FEMENINO,61
2019-0100,1,2019,Diciembre,Jueves,17,AVENIDA,NO,DE LOS CONSTITUYENTES AV. 4300,12,-58.49040794,-34.58368803,MOTO-AUTO,MOTO,AUTO,CONDUCTOR,MASCULINO,38
2019-0101,1,2019,Diciembre,Martes,4,AVENIDA,SI,"MORENO, PERITO AV. y TILCARA AV.",4,-58.42102679,-34.64991178,MOTO-MOTO,MOTO,MOTO,CONDUCTOR,MASCULINO,25
2019-0102,1,2019,Diciembre,Martes,14,CALLE,SI,"IBARROLA y GORDILLO, TIMOTEO",9,-58.52219407,-34.64143926,MOTO-AUTO,MOTO,AUTO,CONDUCTOR,MASCULINO,18
2019-0103,1,2019,Diciembre,Miércoles,9,GRAL PAZ,SI,"PAZ, GRAL. AV. y GRIVEO",11,-58.52169422,-34.59471640,MOTO-MOTO,MOTO,MOTO,CONDUCTOR,MASCULINO,24
2019-0104,1,2019,Diciembre,Sábado,4,AVENIDA,SI,RIVADAVIA AV. y PERGAMINO,10,-58.47460416,-34.63206174,MOTO-AUTO,MOTO,AUTO,PASAJERO_ACOMPAÑANTE,FEMENINO,23
2019-0105,1,2019,Mayo,Domingo,11,AVENIDA,SI,SANTO TOME y SEGUROLA AV.,10,-58.50512382,-34.61520391,PEATON-AUTO,PEATON,AUTO,PEATON,FEMENINO,82
2020-0001,1,2020,Enero,Sábado,10,CALLE,SI,URIARTE y LOYOLA,15,-58.43910409,-34.59213355,PEATON-AUTO,PEATON,AUTO,PEATON,FEMENINO,87
2020-0002,1,2020,Enero,Domingo,20,AVENIDA,SI,SARAZA y VARELA AV.,7,-58.45019436,-34.64646409,MOTO-OBJETO FIJO,MOTO,MOTO,CONDUCTOR,MASCULINO,36
2020-0003,1,2020,Enero,Sábado,6,AVENIDA,SI,RIVADAVIA AV. y COMBATE DE LOS POZOS,3,-58.39337644,-34.60927582,PEATON-AUTO,PEATON,AUTO,PEATON,MASCULINO,44
2020-0004,1,2020,Enero,Martes,21,AVENIDA,SI,RODRIGUEZ PEÑA y RIVADAVIA AV.,1,-58.39055614,-34.60919284,PEATON-PASAJEROS,PEATON,PASAJEROS,PEATON,MASCULINO,82
2020-0005,1,2020,Enero,Martes,6,AVENIDA,SI,24 DE NOVIEMBRE y SAN JUAN AV.,3,-58.41036975,-34.62477021,MOTO-PASAJEROS,MOTO,PASAJEROS,CONDUCTOR,MASCULINO,25
2020-0006,1,2020,Enero,Lunes,12,AVENIDA,NO,LAFUENTE AV. 2250,8,-58.44925765,-34.65412546,MOTO-CARGAS,MOTO,CARGAS,CONDUCTOR,MASCULINO,23
2020-0007,1,2020,Enero,Lunes,0,CALLE,SI,CHILE y LIMA,1,-58.38156850,-34.61648696,PEATON-MOTO,PEATON,MOTO,PEATON,MASCULINO,52
2020-0008,1,2020,Enero,Jueves,7,AVENIDA,SI,"CORDOBA AV. y JAURES, JEAN",2,-58.40662899,-34.59804521,MOTO-CARGAS,MOTO,CARGAS,CONDUCTOR,MASCULINO,49
2020-0009,1,2020,Febrero,Martes,14,CALLE,SI,"PERON, JUAN DOMINGO, TTE. GENERAL y SALGUERO, JERONIMO",5,-58.41985649,-34.60600850,PEATON-AUTO,PEATON,AUTO,PEATON,MASCULINO,48
2020-0010,1,2020,Febrero,Sábado,5,AVENIDA,SI,9 DE JULIO AV. y SAN JUAN AV.,1,-58.38099833,-34.62214953,MOTO-OBJETO FIJO,MOTO,MOTO,CONDUCTOR,MASCULINO,39
2020-0011,1,2020,Febrero,Miércoles,11,CALLE,NO,COLOMBRES 466,5,-58.41803309,-34.61823178,MOTO-CARGAS,MOTO,CARGAS,CONDUCTOR,MASCULINO,31
2020-0012,1,2020,Febrero,Martes,21,CALLE,NO,MEXICO 2860,3,-58.40604003,-34.61783553,PEATON-MOTO,PEATON,MOTO,PEATON,FEMENINO,66
2020-0013,1,2020,Febrero,Jueves,12,AVENIDA,SI,COMBATIENTES DE MALVINAS AV. y TRIUNVIRATO AV.,15,-58.47549929,-34.57994061,PEATON-MOTO,PEATON,MOTO,PEATON,FEMENINO,58
2020-0014,1,2020,Febrero,Jueves,2,CALLE,SI,BERMUDEZ y NOGOYA,11,-58.51398484,-34.61600366,MOTO-PASAJEROS,MOTO,PASAJEROS,CONDUCTOR,MASCULINO,39
2020-0015,1,2020,Febrero,Viernes,14,AVENIDA,SI,BRASIL AV. y PASEO COLON AV.,1,-58.36797542,-34.62519403,MOTO-PASAJEROS,MOTO,PASAJEROS,CONDUCTOR,MASCULINO,29
2020-0016,1,2020,Febrero,Sábado,13,AVENIDA,NO,"ALEM, LEANDRO N. AV. 770",1,-58.37133616,-34.59879316,PEATON-PASAJEROS,PEATON,PASAJEROS,PEATON,MASCULINO,68
2020-0017,1,2020,Marzo,Jueves,23,AVENIDA,SI,BELGRANO AV. y RINCON,3,-58.39613805,-34.61413568,PEATON-AUTO,PEATON,AUTO,PEATON,MASCULINO,39
2020-0018,1,2020,Marzo,Lunes,14,AVENIDA,NO,"UDAONDO, GUILLERMO AV. 901",13,-58.44903073,-34.54200276,MOTO-OBJETO FIJO,MOTO,MOTO,CONDUCTOR,MASCULINO,31
2020-0019,1,2020,Marzo,Martes,21,CALLE,SI,CONSTITUCION y CASTRO,5,-58.41972364,-34.62846670,PEATON-AUTO,PEATON,AUTO,PEATON,FEMENINO,80
2020-0020,1,2020,Marzo,Viernes,17,AVENIDA,SI,"PUEYRREDON AV. y GOMEZ, VALENTIN",3,-58.40571596,-34.60557123,PEATON-MOTO,PEATON,MOTO,PEATON,FEMENINO,74
2020-0021,1,2020,Marzo,Sábado,16,CALLE,NO,"BRAVO, MARIO 1279",2,-58.41451590,-34.59488319,PEATON-AUTO,PEATON,AUTO,PEATON,FEMENINO,87
2020-0022,1,2020,Abril,Martes,6,AUTOPISTA,SI,AUTOPISTA DELLEPIANE LUIS TTE. GRAL. y ESCALADA AV.,9,-58.47297505,-34.66245085,AUTO-CARGAS,AUTO,CARGAS,PASAJERO_ACOMPAÑANTE,MASCULINO,44
2020-0023,1,2020,Abril,Jueves,18,AVENIDA,SI,"ARAOZ DE LAMADRID, GREGORIO, GRAL. y BROWN, ALTE. AV.",4,-58.35791192,-34.63695178,AUTO-CARGAS,AUTO,CARGAS,CONDUCTOR,MASCULINO,44
2020-0024,1,2020,Abril,Viernes,7,CALLE,NO,MURGUIONDO 1339,9,-58.50801713,-34.65177305,AUTO-AUTO,AUTO,AUTO,CONDUCTOR,MASCULINO,53
2020-0025,1,2020,Mayo,Martes,5,AVENIDA,NO,RIVADAVIA AV. 2551,3,-58.40258477,-34.60975108,PEATON-AUTO,PEATON,AUTO,PEATON,MASCULINO,39
2020-0026,1,2020,Mayo,Domingo,6,AUTOPISTA,NO,"LUGONES, LEOPOLDO AV. KM 6,1",14,0,0,MOTO-OBJETO FIJO,MOTO,MOTO,CONDUCTOR,MASCULINO,28
2020-0027,1,2020,Mayo,Lunes,8,AVENIDA,SI,"DELLEPIANE, LUIS, TTE. GRAL. y MONTIEL",8,-58.48267426,-34.68454456,PEATON-CARGAS,PEATON,CARGAS,PEATON,MASCULINO,76
2020-0028,1,2020,Mayo,Martes,10,AVENIDA,SI,"SCALABRINI ORTIZ, RAUL AV. y WARNES AV.",15,-58.44248936,-34.60221948,PEATON-PASAJEROS,PEATON,PASAJEROS,PEATON,MASCULINO,91
2020-0029,1,2020,Junio,Miércoles,14,GRAL PAZ,SI,"PAZ, GRAL. AV. y ROFFO, ANGEL H., DR.",9,-58.52909134,-34.63886726,PEATON-PASAJEROS,PEATON,PASAJEROS,PEATON,MASCULINO,80
2020-0030,1,2020,Junio,Martes,15,AVENIDA,NO,SAN MARTIN AV. 1550,6,-58.45158942,-34.60646580,MULTIPLE,MOTO,MULTIPLE,CONDUCTOR,MASCULINO,40
2020-0031,1,2020,Junio,Martes,8,AVENIDA,SI,"GARZON, EUGENIO, GRAL. AV. y LARRAYA",9,-58.49344309,-34.65788529,MOTO-CARGAS,MOTO,CARGAS,CONDUCTOR,MASCULINO,29
2020-0032,1,2020,Julio,Viernes,23,AVENIDA,SI,CORRIENTES AV. y SERRANO,15,-58.44259166,-34.59635137,MOTO-AUTO,MOTO,AUTO,CONDUCTOR,MASCULINO,21
2020-0033,1,2020,Julio,Domingo,6,GRAL PAZ,SI,"PAZ, GRAL. AV. y DEL LIBERTADOR AV.",13,-58.46743471,-34.53476874,AUTO-OBJETO FIJO,AUTO,AUTO,CONDUCTOR,MASCULINO,32
2020-0034,1,2020,Agosto,Domingo,3,CALLE,SI,"MITRE, BARTOLOME y ANCHORENA, TOMAS MANUEL DE, DR.",3,-58.41178158,-34.60922259,PEATON-AUTO,PEATON,AUTO,PEATON,FEMENINO,50
2020-0035,1,2020,Agosto,Martes,5,AUTOPISTA,NO,AUTOPISTA 25 DE MAYO y PUMACAHUA,7,-58.45068621,-34.63638927,MOTO-PASAJEROS,MOTO,PASAJEROS,CONDUCTOR,MASCULINO,40
2020-0036,1,2020,Agosto,Viernes,18,AVENIDA,SI,"SCALABRINI ORTIZ, RAUL AV. y PARAGUAY",14,-58.42016954,-34.58778790,PEATON-MOTO,PEATON,MOTO,PEATON,MASCULINO,72
2020-0037,1,2020,Agosto,Sábado,4,AVENIDA,SI,"FERNANDEZ DE LA CRUZ, F., GRAL. AV. y VARELA AV.",8,-58.43850413,-34.65554754,PEATON-AUTO,PEATON,AUTO,PEATON,MASCULINO,38
2020-0038,2,2020,Agosto,Domingo,4,AVENIDA,SI,"LAS HERAS GENERAL AV. y DIAZ, CNEL. AV.",14,-58.40617526,-34.58345898,AUTO-AUTO,AUTO,AUTO,CONDUCTOR,MASCULINO,46
2020-0038,2,2020,Agosto,Domingo,4,AVENIDA,SI,"LAS HERAS GENERAL AV. y DIAZ, CNEL. AV.",14,-58.40617526,-34.58345898,AUTO-AUTO,AUTO,AUTO,CONDUCTOR,MASCULINO,64
2020-0039,1,2020,Septiembre,Martes,19,CALLE,NO,MURGUIONDO,9,0,0,PEATON-CARGAS,PEATON,CARGAS,PEATON,MASCULINO,44
2020-0040,1,2020,Septiembre,Sábado,3,AVENIDA,SI,"CASTILLO, RAMON S., PRES. AV. y CALLE 12 (NO OFICIAL)",2,-58.38526125,-34.57805810,AUTO-OBJETO FIJO,AUTO,AUTO,CONDUCTOR,MASCULINO,39
2020-0041,1,2020,Septiembre,Lunes,1,AVENIDA,SI,"CURAPALIGUE y PERON, EVA AV.",7,-58.44750470,-34.63491705,MOTO-PASAJEROS,MOTO,PASAJEROS,CONDUCTOR,MASCULINO,34
2020-0042,1,2020,Septiembre,Martes,17,AVENIDA,SI,"DIAZ, ANA y SOLDADO DE LA FRONTERA AV.",8,-58.46745752,-34.68192648,PEATON-PASAJEROS,PEATON,PASAJEROS,PEATON,FEMENINO,53
2020-0043,1,2020,Septiembre,Miércoles,17,AVENIDA,SI,"ALEM, LEANDRO N. AV. y PARAGUAY",1,-58.37202621,-34.59717942,PEATON-PASAJEROS,PEATON,PASAJEROS,PEATON,MASCULINO,64
2020-0044,1,2020,Octubre,Lunes,0,AVENIDA,SI,LA PLATA AV. e INDEPENDENCIA AV.,6,-58.42779702,-34.62207347,AUTO-AUTO,AUTO,AUTO,CONDUCTOR,MASCULINO,43
2020-0045,1,2020,Octubre,Lunes,3,GRAL PAZ,SI,"PAZ, GRAL. AV. y 27 DE FEBRERO AV.",8,-58.46244952,-34.70524971,AUTO-CARGAS,AUTO,CARGAS,CONDUCTOR,MASCULINO,50
2020-0046,1,2020,Octubre,Martes,21,AVENIDA,SI,"NAZCA AV. y CARRANZA, ADOLFO P.",11,-58.48440160,-34.60776782,MOTO-MOTO,MOTO,MOTO,CONDUCTOR,MASCULINO,41
2020-0047,1,2020,Octubre,Martes,14,AUTOPISTA,SI,AUTOPISTA PRESIDENTE HÃ‰CTOR J. CÃMPORA y LACARRA AV.,9,-58.46668375,-34.65174801,PEATON-CARGAS,PEATON,CARGAS,PEATON,MASCULINO,15
2020-0048,1,2020,Octubre,Jueves,20,AVENIDA,NO,DORREGO AV. 614,15,-58.44958780,-34.59322448,MOTO-OBJETO FIJO,MOTO,MOTO,CONDUCTOR,MASCULINO,41
2020-0049,1,2020,Octubre,Viernes,20,AVENIDA,SI,"DEL LIBERTADOR AV. y RAMOS MEJIA, JOSE MARIA, DR. AV.",1,-58.37533517,-34.59276462,PEATON-AUTO,PEATON,AUTO,PEATON,MASCULINO,36
2020-0050,1,2020,Noviembre,Domingo,22,AVENIDA,SI,SANTA FE AV. y GODOY CRUZ,14,-58.42525456,-34.57866344,PEATON-MOTO,PEATON,MOTO,PEATON,FEMENINO,28
2020-0051,1,2020,Noviembre,Jueves,0,AVENIDA,SI,AVELLANEDA AV. y MERCEDES,10,-58.48493828,-34.62981124,MOTO-AUTO,MOTO,AUTO,CONDUCTOR,MASCULINO,49
2020-0052,1,2020,Noviembre,Sábado,6,AVENIDA,SI,TUCUMAN y PUEYRREDON AV.,3,-58.40480504,-34.60183884,BICICLETA-CARGAS,BICICLETA,CARGAS,CICLISTA,MASCULINO,44
2020-0053,1,2020,Noviembre,Lunes,3,AVENIDA,SI,"ALCORTA, AMANCIO AV. y EINSTEIN, ALBERTO",4,-58.41125934,-34.65417740,AUTO-AUTO,AUTO,AUTO,PASAJERO_ACOMPAÑANTE,MASCULINO,27
2020-0054,1,2020,Noviembre,Jueves,9,CALLE,SI,INCLAN y ALBERTI,4,-58.39956546,-34.62977080,BICICLETA-AUTO,BICICLETA,AUTO,CICLISTA,MASCULINO,59
2020-0055,1,2020,Noviembre,Jueves,12,AVENIDA,NO,OLAZABAL AV. 5437,12,-58.49005682,-34.57868970,PEATON-CARGAS,PEATON,CARGAS,PEATON,MASCULINO,91
2020-0056,1,2020,Noviembre,Sábado,13,GRAL PAZ,SI,"PAZ, GRAL. AV. y ROCA, CNEL. AV.",8,-58.47064556,-34.69843756,MOTO-CARGAS,MOTO,CARGAS,CONDUCTOR,FEMENINO,34
2020-0057,1,2020,Noviembre,Lunes,7,AVENIDA,SI,"NAZCA AV. y VIALE, LUIS",11,-58.47501560,-34.61945902,PEATON-AUTO,PEATON,AUTO,PEATON,MASCULINO,84
2020-0058,1,2020,Noviembre,Martes,16,AVENIDA,SI,"OLIVERA AV. y FALCON, RAMON L.,CNEL.",10,-58.48727942,-34.63652467,PEATON-AUTO,PEATON,AUTO,PEATON,MASCULINO,57
2020-0059,1,2020,Diciembre,Martes,6,CALLE,NO,BRASIL 1100,1,-58.37951690,-34.62794241,PEATON-PASAJEROS,PEATON,PASAJEROS,PEATON,FEMENINO,49
2020-0060,1,2020,Diciembre,Jueves,20,AVENIDA,SI,"HOMERO y PERON, EVA AV.",9,-58.47750832,-34.65672199,PEATON-MOTO,PEATON,MOTO,PEATON,FEMENINO,69
2020-0061,1,2020,Diciembre,Jueves,14,AUTOPISTA,SI,"CANTILO, INT. y UDAONDO, GUILLERMO AV.",13,-58.44927253,-34.54048625,MOTO-CARGAS,MOTO,CARGAS,CONDUCTOR,MASCULINO,45
2020-0062,1,2020,Diciembre,Viernes,17,CALLE,NO,MORENO 1845,3,-58.39246272,-34.61253541,BICICLETA-PASAJEROS,BICICLETA,PASAJEROS,CICLISTA,MASCULINO,47
2020-0063,2,2020,Diciembre,Sábado,7,CALLE,SI,NUEVA YORK y ALTA GRACIA,11,-58.52783814,-34.61047001,PEATON_MOTO-MOTO,PEATON,MOTO,PEATON,MASCULINO,38
2020-0063,2,2020,Diciembre,Sábado,7,CALLE,SI,NUEVA YORK y ALTA GRACIA,11,-58.52783814,-34.61047001,PEATON_MOTO-MOTO,PEATON,MOTO,PASAJERO_ACOMPAÑANTE,MASCULINO,21
2020-0065,1,2020,Diciembre,Sábado,16,GRAL PAZ,SI,"PAZ, GRAL. AV. y GOYENECHE, ROBERTO PARQUE AV.",12,-58.49332664,-34.54836855,MOTO-AUTO,MOTO,AUTO,CONDUCTOR,MASCULINO,24
2020-0066,1,2020,Diciembre,Lunes,4,AUTOPISTA,NO,AUTOPISTA PERITO MORENO (ALTURA ESTACION DE TREN VILLA LURO),10,-58.50178784,-34.63593897,MOTO-OBJETO FIJO,MOTO,MOTO,CONDUCTOR,MASCULINO,27
2020-0067,1,2020,Diciembre,Viernes,22,AVENIDA,SI,SAENZ AV. y BEAZLEY,4,-58.41657793,-34.65476216,PEATON-PASAJEROS,PEATON,PASAJEROS,PEATON,MASCULINO,51
2020-0068,1,2020,Diciembre,Sábado,20,AVENIDA,SI,DEL LIBERTADOR AV. y AUSTRIA,2,-58.39731474,-34.58307887,MOTO-AUTO,MOTO,AUTO,CONDUCTOR,MASCULINO,71
2020-0069,1,2020,Diciembre,Martes,5,AVENIDA,SI,"INDEPENDENCIA AV. y SAENZ PEÑA, LUIS, PRES.",1,-58.38746381,-34.61790839,MOTO-PASAJEROS,MOTO,PASAJEROS,PASAJERO_ACOMPAÑANTE,MASCULINO,25
2020-0070,1,2020,Diciembre,Jueves,15,AVENIDA,SI,"CALLAO AV. y LAS HERAS, GENERAL",2,-58.39189441,-34.59176378,PEATON-PASAJEROS,PEATON,PASAJEROS,PEATON,FEMENINO,81
2020-0071,1,2020,Diciembre,Jueves,23,AVENIDA,SI,SAN PEDRITO AV. y DIRECTORIO AV.,7,-58.46749188,-34.63551751,PEATON-AUTO,PEATON,AUTO,PEATON,MASCULINO,4
2020-0072,1,2020,Diciembre,Sábado,3,AVENIDA,SI,"JUJUY AV. y CALVO, CARLOS",3,-58.40280471,-34.62113271,BICICLETA-AUTO,BICICLETA,AUTO,CICLISTA,MASCULINO,42
